Machine_ID,Machine_Type,Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,Laser_Intensity,Hydraulic_Pressure_bar,Coolant_Flow_L_min,Heat_Index,AI_Override_Events
MC_201385,Furnace,2021,40382,65.99,14.62,88.02,92.37,100,231.71,217,5,2,TRUE,2,567,FALSE,,,,416.36,0
MC_201444,Heat_Exchanger,2023,65540,66.13,6.72,77.61,44.94,44.29,92.88,17,4,2,FALSE,4,344,FALSE,,,,620.92,0
MC_201539,Furnace,2025,88851,80.5,15.07,76.97,77.19,100,119.6,364,6,1,TRUE,1,0,TRUE,,,,503.24,2
MC_201576,CMM,2017,2460,76.98,2.91,80.05,81.88,43.69,87.98,247,4,1,TRUE,3,1002,FALSE,,,,,2
MC_201625,CNC_Mill,2025,81499,50.57,10.43,80.67,57.52,81.04,155.8,70,6,0,FALSE,8,184,FALSE,,,48.67,,0
MC_201710,Labeler,2021,36851,60.93,15.86,94.81,27.89,95.36,126.77,225,2,1,TRUE,4,516,FALSE,,,,,1
MC_201753,Dryer,2018,26431,43.58,8.21,75.98,66.92,86.82,178.56,245,6,0,FALSE,4,689,FALSE,,,,,0
MC_201794,Compressor,2015,38857,30.29,5,86.73,100,38.64,140.71,180,4,2,FALSE,6,604,FALSE,,,,,0
MC_201837,Dryer,2019,65600,67.66,21.07,76.89,59.74,81.62,170.33,123,5,3,FALSE,1,326,FALSE,,,,,0
MC_201843,Carton_Former,2021,71894,61.07,7.76,77.98,50.41,36.07,257.76,323,7,2,FALSE,2,267,FALSE,,,,,0
MC_201881,CMM,2018,89553,52.32,12.07,57.48,58.6,98.72,220.2,48,6,1,FALSE,3,47,FALSE,,,,,0
MC_201917,Boiler,2023,54928,40.48,12.89,67.59,72.14,10.93,95.6,328,8,0,FALSE,6,402,FALSE,,,,422.71,0
MC_201929,Hydraulic_Press,2020,65960,86.7,3.14,70.22,64.93,81.82,132.92,339,9,1,FALSE,3,337,FALSE,,110.46,,,0
MC_201970,Pick_and_Place,2018,33812,35.88,5.96,68.25,87.13,57.91,132.13,63,7,6,FALSE,4,645,FALSE,,,,,0
MC_202133,Carton_Former,2020,60328,53.06,6.26,97.68,71.21,36.99,93.93,131,11,0,FALSE,4,380,FALSE,,,,,0
MC_202149,Pick_and_Place,2016,60438,44.12,12.89,63.8,86.63,56.68,244.55,312,6,2,FALSE,3,319,FALSE,,,,,0
MC_202179,Shrink_Wrapper,2019,85979,60.76,15.57,56.48,68.6,74.23,132.09,124,6,5,FALSE,2,55,FALSE,,,,,0
MC_202209,Grinder,2023,80753,80.14,14.04,69.06,90.17,87.04,152.53,2,6,2,FALSE,2,263,FALSE,,,,,0
MC_202220,Conveyor_Belt,2020,87644,38.53,12.05,90.84,33.52,49.64,184.1,257,3,2,TRUE,5,106,FALSE,,,,,2
MC_202279,Crane,2015,80411,67.77,9.56,83.23,68.79,64.62,-32.62,28,5,0,FALSE,3,158,FALSE,,,,,0
MC_202307,Heat_Exchanger,2021,2497,68.47,7.41,79.45,22.09,78.36,143.88,242,5,1,FALSE,3,928,FALSE,,,,445.94,0
MC_202363,Compressor,2017,98125,67.02,13.66,77.57,59.52,55.38,49.52,196,3,0,TRUE,3,0,TRUE,,,,,2
MC_202418,CMM,2019,78728,55.27,10.64,91.64,98.71,100,182.21,202,7,4,TRUE,6,165,FALSE,,,,,1
MC_202420,Vision_System,2025,85712,68.15,0.73,83.48,70.9,61.83,301.14,271,4,1,FALSE,3,123,FALSE,,,,,0
MC_202445,AGV,2018,62885,78.52,10.98,80.13,27.97,93.05,20.26,289,12,1,FALSE,4,249,FALSE,,,,,0
MC_202515,Forklift_Electric,2017,92874,64.36,10.19,94.11,79.98,57.27,189.44,345,2,4,FALSE,3,15,FALSE,,,,,0
MC_202545,Press_Brake,2021,75731,66.15,2.26,88.45,100,48.02,121.79,213,5,1,TRUE,1,135,FALSE,,,,,0
MC_202659,Press_Brake,2018,55850,69.85,4.35,75.68,59.43,35.83,199.94,121,5,2,FALSE,4,315,FALSE,,,,,0
MC_202702,Vacuum_Packer,2018,98956,66.9,10.91,65.94,52.06,66.93,136.6,19,0,3,FALSE,2,0,TRUE,,,,,0
MC_202794,CMM,2020,97501,85.68,6.2,61.7,77.12,96.15,161.52,358,2,4,TRUE,2,76,FALSE,,,,,0
MC_202820,Vacuum_Packer,2017,47033,49.21,14.24,78.53,81.63,100,124.27,245,6,4,TRUE,1,453,FALSE,,,,,1
MC_202870,Vision_System,2023,67710,81.02,5.05,85.35,100,100,146.55,116,5,2,FALSE,4,350,FALSE,,,,,0
MC_202904,Forklift_Electric,2015,29021,73.52,11.19,81.93,55.15,19.86,235.47,63,3,3,FALSE,2,623,FALSE,,,,,0
MC_202905,Dryer,2019,54635,60.08,7.8,72.3,88.74,39.2,-23.42,128,6,1,FALSE,1,415,FALSE,,,,,0
MC_202977,Robot_Arm,2019,10317,47.9,10.03,73.18,87.86,30.81,144.38,228,5,3,FALSE,2,836,FALSE,,,,,0
MC_203008,Pick_and_Place,2024,19273,104.42,12.1,66.39,72.3,77.52,56.03,15,5,4,FALSE,2,722,FALSE,,,,,0
MC_203028,Hydraulic_Press,2022,90412,36.7,15.32,77.88,58.12,95.77,253.23,234,5,1,FALSE,5,70,FALSE,,154.71,,,0
MC_203098,Vacuum_Packer,2025,80306,45.97,8.61,84.68,76.47,78.18,186.78,347,5,1,TRUE,3,205,FALSE,,,,,3
MC_203125,Shuttle_System,2022,72124,75.36,8.84,79.75,79.06,100,127.73,194,2,3,FALSE,7,155,FALSE,,,,,0
MC_203136,3D_Printer,2025,25396,73.49,10.6,60.5,20.54,81.06,167.07,29,7,5,TRUE,4,567,FALSE,,,,,4
MC_203203,Automated_Screwdriver,2021,98895,25.68,4.54,85.7,77.69,38.53,160.11,322,6,3,FALSE,3,0,TRUE,,,,,0
MC_203226,Pick_and_Place,2016,11197,51.11,6.32,66.37,85.67,69,262.35,178,7,2,TRUE,12,982,FALSE,,,,,2
MC_203264,Automated_Screwdriver,2016,57594,39.29,11.13,97.75,38.05,100,-15.71,353,2,0,FALSE,1,361,FALSE,,,,,0
MC_203274,Press_Brake,2019,92583,58.16,10.13,59.81,51.97,55.68,83.83,298,8,0,FALSE,7,0,TRUE,,,,,0
MC_203296,Industrial_Chiller,2023,12204,81.32,2.89,72.54,81.69,43.38,96,349,1,1,FALSE,3,831,FALSE,,,36.81,,0
MC_203320,Crane,2016,1183,85.59,17.94,76.93,82.79,50.94,122.5,251,7,4,FALSE,2,822,FALSE,,,,,0
MC_203353,Palletizer,2019,3521,50.22,10.47,80.79,100,62.61,78.05,345,5,2,TRUE,2,862,FALSE,,,,,0
MC_203393,Laser_Cutter,2019,20969,64.01,9.72,78.02,47.63,89.33,123.99,152,7,5,FALSE,3,745,FALSE,87.16,,,,0
MC_203401,Forklift_Electric,2023,55469,40.63,8.28,82.79,80.36,51.64,188.46,99,2,2,TRUE,5,518,FALSE,,,,,1
MC_203431,Press_Brake,2024,95874,59.93,4.81,76.43,87.13,69.63,119.67,42,3,2,FALSE,2,0,TRUE,,,,,0
MC_203560,Forklift_Electric,2019,41917,70.11,12.89,71.36,81.6,93.43,148.38,241,8,1,FALSE,6,485,FALSE,,,,,0
MC_203613,Shrink_Wrapper,2020,59039,68.2,12.89,88.28,79.79,20.09,231.37,65,6,1,FALSE,6,298,FALSE,,,,,0
MC_203616,CNC_Lathe,2024,76786,46.52,8.47,51.8,68,21.22,324.87,17,4,4,TRUE,6,193,FALSE,,,40.03,,2
MC_203745,Crane,2021,56135,60.95,11.59,92.25,62.91,48.5,105.36,163,8,1,FALSE,4,300,FALSE,,,,,0
MC_203776,XRay_Inspector,2022,14704,21.97,17,86.61,56.09,69.14,60.29,230,5,2,TRUE,7,830,FALSE,,,,,1
MC_203850,Compressor,2017,38797,60.97,14.01,68.66,42.48,100,263.36,306,4,1,FALSE,1,466,FALSE,,,,,0
MC_203908,CMM,2022,35826,30.42,9.48,89.98,16.4,74.98,121.97,257,5,2,TRUE,1,607,FALSE,,,,,3
MC_203984,Compressor,2023,23284,40.06,14,76.77,54.07,91.29,70.21,249,4,3,TRUE,2,744,FALSE,,,,,3
MC_204002,Injection_Molder,2018,31516,76.1,13.81,73.9,57.91,43.3,130.34,137,3,1,TRUE,1,647,FALSE,,147.07,,,1
MC_204014,Furnace,2016,7197,46.11,9.29,74.19,62.34,39.04,98.98,204,5,2,FALSE,2,904,FALSE,,,,504.99,0
MC_204051,Laser_Cutter,2017,24677,64.38,9.55,94.48,86.94,99.15,53.36,117,5,3,FALSE,6,645,FALSE,84.09,,,,0
MC_204098,Industrial_Chiller,2017,90815,57.77,10.64,82.57,85.88,52.55,239.61,58,5,6,TRUE,2,0,TRUE,,,32.01,,3
MC_204209,Compressor,2023,11977,61.57,5.98,74.68,59.01,67.57,172.87,270,7,2,FALSE,7,831,FALSE,,,,,0
MC_204216,Conveyor_Belt,2022,11805,42.88,18.93,77.37,65.46,52.25,110.79,180,4,0,TRUE,5,818,FALSE,,,,,0
MC_204300,Injection_Molder,2015,43351,76.79,11.76,85.48,100,59.41,144.35,44,4,3,FALSE,2,599,FALSE,,112.05,,,0
MC_204343,Automated_Screwdriver,2018,70618,43.31,7.43,83.87,97.65,24.42,114.41,184,6,2,FALSE,5,218,FALSE,,,,,0
MC_204369,Valve_Controller,2018,30620,103.06,12.42,75.06,58.53,77.39,199.42,19,4,0,FALSE,4,587,FALSE,,,,,0
MC_204407,Boiler,2021,44214,72.77,11.74,77.59,85.97,58.79,109.2,136,6,2,FALSE,4,457,FALSE,,,,504.03,0
MC_204411,CMM,2016,17618,68.53,8.4,77.37,67.03,41.29,157.04,166,4,4,TRUE,1,780,FALSE,,,,,1
MC_204496,Press_Brake,2016,88783,56.79,14.22,78.91,99.57,51.76,148.61,232,4,1,FALSE,4,58,FALSE,,,,,0
MC_204550,Heat_Exchanger,2017,25253,49.53,-0.19,92.21,39.57,23.84,94.08,195,3,1,TRUE,4,801,FALSE,,,,501.1,2
MC_204645,CNC_Mill,2021,85756,42.17,-2.73,68.19,48.72,45.44,103.54,267,7,1,FALSE,1,227,FALSE,,,46.33,,0
MC_204727,Mixer,2015,18642,44.98,12.32,93.37,53.92,26.26,55.17,236,7,1,FALSE,3,663,FALSE,,,,,0
MC_204788,3D_Printer,2018,77657,53.35,10.73,71.36,57.27,43.1,13.85,19,3,2,FALSE,4,191,FALSE,,,,,0
MC_204807,Boiler,2015,89569,55.21,12.24,81.55,54.76,39.61,175.54,209,9,4,TRUE,2,51,FALSE,,,,434.72,4
MC_204967,Crane,2019,85218,67.81,16.66,83.22,70.81,68.73,62.36,242,6,4,FALSE,5,51,FALSE,,,,,0
MC_204970,Industrial_Chiller,2024,59000,55.09,14.62,66.02,75.5,79.04,117.99,83,5,1,TRUE,3,352,FALSE,,,28.09,,0
MC_205132,CNC_Mill,2021,58498,61.67,11.83,74.06,63.27,78.5,124.27,364,3,3,TRUE,3,401,FALSE,,,50.78,,2
MC_205185,Automated_Screwdriver,2015,17658,64.49,9.72,72.82,83.11,29.43,170.95,234,5,0,FALSE,2,682,FALSE,,,,,0
MC_205222,Press_Brake,2019,71961,31.52,8.7,75.04,76.38,52.21,231.87,342,9,2,FALSE,4,156,FALSE,,,,,0
MC_205261,Palletizer,2016,82526,79.62,19.02,74.85,37.98,27.44,184.69,125,5,5,FALSE,2,96,FALSE,,,,,0
MC_205403,Mixer,2024,91862,57.92,13.85,57.82,100,91.69,176.76,350,3,1,TRUE,2,60,FALSE,,,,,1
MC_205422,Heat_Exchanger,2016,17652,49.81,14.91,52.8,76.63,36.37,42.85,237,5,2,FALSE,2,723,FALSE,,,,515.21,0
MC_205429,Vision_System,2015,58776,89.74,9.36,76.44,55.58,73.38,233.98,266,4,0,TRUE,2,298,FALSE,,,,,1
MC_205454,Valve_Controller,2016,43123,65.45,11.71,73.5,68.52,50.28,104.49,275,7,4,TRUE,2,470,FALSE,,,,,2
MC_205487,Labeler,2023,75573,71.8,4.47,80.56,75.13,46.65,86.39,70,10,3,FALSE,2,206,FALSE,,,,,0
MC_205495,Automated_Screwdriver,2022,58607,87.17,6.48,63.23,79.03,48.95,307.85,290,4,4,FALSE,1,306,FALSE,,,,,0
MC_205525,CNC_Lathe,2022,2880,38.64,5.58,83.03,57.22,84,130.72,204,6,2,FALSE,1,924,FALSE,,,39.3,,0
MC_205571,Carton_Former,2015,45451,60.87,15.13,73.78,58.59,79.49,121.32,42,4,4,FALSE,1,581,FALSE,,,,,0
MC_205580,CNC_Lathe,2018,79829,54.27,16.29,68.94,69.54,40.4,89.57,285,3,2,FALSE,4,125,FALSE,,,30.87,,0
MC_205584,Laser_Cutter,2019,47082,59.89,14.06,78.92,42.84,35.38,245.01,235,4,1,FALSE,8,473,FALSE,84.96,,,,0
MC_205661,Laser_Cutter,2019,22004,88.08,11.34,62.45,95.05,89.43,187.67,218,3,1,FALSE,2,815,FALSE,79.32,,,,0
MC_205668,Pick_and_Place,2023,42302,44.2,11.61,82.65,57.27,100,174.01,339,4,2,TRUE,3,497,FALSE,,,,,3
MC_205725,Hydraulic_Press,2021,35027,79.45,9.14,87.62,74.65,100,173.44,77,4,2,FALSE,5,612,FALSE,,126.07,,,0
MC_205834,Dryer,2016,16428,39.02,15.86,68.45,87.48,31.4,184.75,73,6,2,FALSE,0,702,FALSE,,,,,0
MC_205901,Valve_Controller,2018,19027,66.57,4.42,61.95,100,62.9,245.71,187,7,3,FALSE,4,798,FALSE,,,,,0
MC_205912,Robot_Arm,2022,8623,47.36,6.54,83.25,86.13,35.59,188.13,149,8,2,FALSE,3,919,FALSE,,,,,0
MC_205918,Grinder,2016,34138,72.47,16.82,87.11,56.64,50.6,178.07,295,6,2,FALSE,0,520,FALSE,,,,,0
MC_205928,Forklift_Electric,2023,91140,44.75,11.56,83.94,72.22,52.01,219.89,355,8,4,TRUE,6,98,FALSE,,,,,4
MC_205953,Automated_Screwdriver,2018,6037,24.13,18.12,80.39,70.5,96.62,262.52,173,8,2,TRUE,4,865,FALSE,,,,,4
MC_206099,Labeler,2015,71260,91.5,11.91,80.8,38.73,90.13,71.74,349,9,1,FALSE,4,228,FALSE,,,,,0
MC_206117,CNC_Mill,2015,14477,54.69,3.7,84.7,63.85,54.61,79.51,63,5,1,FALSE,3,719,FALSE,,,49.07,,0
MC_206123,Carton_Former,2023,2677,59.97,-5.63,80.7,69.54,56.73,193.72,144,2,2,FALSE,6,1017,FALSE,,,,,0
MC_206197,Automated_Screwdriver,2016,72423,51.89,8.51,76.83,60.24,52.21,40.12,317,7,0,FALSE,3,178,FALSE,,,,,0
MC_206240,Shuttle_System,2021,23423,52.36,12.17,72.9,98.72,64.04,232.8,89,4,4,TRUE,2,709,FALSE,,,,,2
MC_206349,Mixer,2024,96485,34.5,1.4,86.89,42.1,96.04,178.47,282,10,2,FALSE,3,0,TRUE,,,,,0
MC_206355,Press_Brake,2023,44780,64.04,6.32,67.52,100,13.1,86.36,233,4,1,TRUE,3,402,FALSE,,,,,0
MC_206362,Boiler,2024,31092,62.85,5.42,92.89,83.44,57.66,182.57,295,6,4,FALSE,2,606,FALSE,,,,489.39,0
MC_206405,Forklift_Electric,2025,69221,54.27,5.64,71.7,76.31,51.87,170.47,30,6,0,FALSE,4,248,FALSE,,,,,0
MC_206440,3D_Printer,2025,75906,69.42,6.6,54.06,54.71,62.01,72.57,221,7,3,FALSE,6,252,FALSE,,,,,0
MC_206444,Robot_Arm,2022,37333,45.89,16.4,83.57,33.82,28.32,64.27,345,4,1,FALSE,2,599,FALSE,,,,,0
MC_206480,Hydraulic_Press,2019,87366,103.2,8.23,60.05,63.98,57.94,120.38,188,4,1,FALSE,3,0,TRUE,,100.52,,,0
MC_206524,Labeler,2015,37994,44.52,9.75,83.39,78.88,100,124.55,2,3,4,FALSE,4,580,FALSE,,,,,0
MC_206546,Shrink_Wrapper,2017,80186,71.33,11.58,79.55,81.47,81.83,78.27,338,5,1,FALSE,2,188,FALSE,,,,,0
MC_206665,CMM,2021,28889,65.04,10.4,60.58,87.62,23.23,124.62,61,6,0,FALSE,2,712,FALSE,,,,,0
MC_206707,CNC_Lathe,2022,58390,108.06,8.36,56.94,49.52,36.96,216.42,60,5,2,FALSE,3,382,FALSE,,,44.53,,0
MC_206733,Vacuum_Packer,2021,4154,62.94,13.83,62.01,67.69,0,95.51,175,5,0,FALSE,3,924,FALSE,,,,,0
MC_206768,Laser_Cutter,2020,10417,46.72,15.1,79.41,92.34,100,-5.3,351,3,3,FALSE,4,849,FALSE,54.64,,,,0
MC_206776,Pump,2022,41874,33.82,15.17,92.74,73.83,30.32,77.57,210,5,1,FALSE,2,488,FALSE,,,,,0
MC_206918,Heat_Exchanger,2018,45983,53.59,12.85,68.66,74.29,56.8,194.03,359,5,4,FALSE,3,496,FALSE,,,,360.54,0
MC_206931,Injection_Molder,2017,2503,73.14,12.06,73.91,42.6,70.39,105.76,13,1,1,TRUE,1,999,FALSE,,112.59,,,4
MC_206977,CMM,2024,32867,68.7,7.08,59.38,92,73.11,271.64,65,7,2,FALSE,1,678,FALSE,,,,,0
MC_207003,Forklift_Electric,2021,89241,62.43,2.07,87.46,68.99,56.53,164.07,33,4,1,TRUE,2,152,FALSE,,,,,1
MC_207006,Vision_System,2019,26173,63.97,13.97,77.45,92.01,67.52,239.82,80,7,2,FALSE,8,626,FALSE,,,,,0
MC_207007,Forklift_Electric,2022,8467,89.98,3.72,73.92,49.45,35.27,126.66,322,8,3,FALSE,2,797,FALSE,,,,,0
MC_207029,Injection_Molder,2023,78027,34.78,13.89,94.92,73.11,100,190.51,295,7,1,FALSE,4,112,FALSE,,140.34,,,0
MC_207052,Palletizer,2023,63666,53.56,17.9,76.88,73.72,81.19,202.5,228,3,5,FALSE,2,287,FALSE,,,,,0
MC_207082,XRay_Inspector,2023,79240,100.75,9.31,66.54,100,90.54,174.77,239,5,2,TRUE,4,99,FALSE,,,,,2
MC_207094,AGV,2024,73491,63.8,9.13,62.54,87.31,66.68,42.66,125,6,5,FALSE,5,190,FALSE,,,,,0
MC_207129,Crane,2016,20945,77.14,13.62,69.5,76.86,58.73,244.36,125,3,0,FALSE,4,778,FALSE,,,,,0
MC_207160,Pick_and_Place,2020,83413,72.02,9.91,66.26,56.53,45.37,140.7,96,5,3,FALSE,2,19,FALSE,,,,,0
MC_207172,Valve_Controller,2015,45509,41.16,11.59,66.73,98.1,100,109.65,20,5,2,FALSE,3,481,FALSE,,,,,0
MC_207211,Dryer,2024,79903,23.78,9.3,71.71,72.75,67.65,241.35,127,4,0,FALSE,4,215,FALSE,,,,,0
MC_207218,Pick_and_Place,2018,3196,51.03,5.22,78.69,63.35,86.55,214.01,269,3,2,FALSE,2,861,FALSE,,,,,0
MC_207315,Carton_Former,2017,75874,72.55,4.03,78.03,75.56,90.18,165.03,228,4,3,FALSE,2,169,FALSE,,,,,0
MC_207345,XRay_Inspector,2022,25057,54.98,11.96,72.84,84.56,63.18,100.54,293,7,0,TRUE,2,707,FALSE,,,,,0
MC_207369,Mixer,2021,47725,44.25,7.41,86.41,62.12,30.1,123.33,198,6,0,FALSE,5,538,FALSE,,,,,0
MC_207389,Press_Brake,2022,84537,36.17,4,73.13,84.51,65.25,33.09,255,3,0,FALSE,2,138,FALSE,,,,,0
MC_207454,Shrink_Wrapper,2015,6885,63.22,15.96,81.06,100,87.74,179.39,111,4,4,FALSE,10,869,FALSE,,,,,0
MC_207504,Valve_Controller,2018,94140,68.5,6.58,67.12,52.93,87.05,233.07,93,3,4,FALSE,8,54,FALSE,,,,,0
MC_207507,Vision_System,2017,2205,73.64,9.41,69.53,38.68,100,149.26,45,4,1,TRUE,2,919,FALSE,,,,,4
MC_207516,Shuttle_System,2016,5801,62.99,6.86,82.37,49.86,83.01,63.6,121,3,2,FALSE,2,827,FALSE,,,,,0
MC_207522,Pump,2024,17789,68.69,10.23,65.03,52.16,100,92.95,167,2,0,FALSE,3,701,FALSE,,,,,0
MC_207571,CNC_Mill,2025,81621,46.23,8.99,82.17,62.03,88.66,40.1,15,7,4,FALSE,4,214,FALSE,,,43.52,,0
MC_207639,Pick_and_Place,2016,83052,44.49,9.05,58.24,61.12,100,133.42,55,6,4,TRUE,3,94,FALSE,,,,,2
MC_207642,XRay_Inspector,2025,44642,59.63,10.94,87.94,51.85,100,305.06,215,6,2,TRUE,1,558,FALSE,,,,,1
MC_207697,Press_Brake,2017,55130,49.25,11.03,76.3,63.43,45.45,143.52,255,6,2,FALSE,4,449,FALSE,,,,,0
MC_207770,Injection_Molder,2018,1122,51.57,6.67,77.07,65.77,69.53,140.05,340,7,2,FALSE,0,1004,FALSE,,118.07,,,0
MC_207786,Heat_Exchanger,2025,84356,66.05,10.04,80.25,86.54,22.12,127.37,91,2,5,FALSE,5,76,FALSE,,,,492.54,0
MC_207788,Hydraulic_Press,2018,35866,69.92,15.65,83.22,91.23,37.46,144.38,69,5,0,FALSE,1,510,FALSE,,102.18,,,0
MC_207817,Mixer,2015,66022,53.54,10.09,56.25,52.52,38.07,45.41,321,4,4,FALSE,2,338,FALSE,,,,,0
MC_207875,CNC_Mill,2020,54663,70.42,14.51,89.77,100,28.31,230.19,229,6,3,FALSE,4,415,FALSE,,,40.54,,0
MC_207915,Shuttle_System,2025,9345,60.73,5.09,79.7,81.18,90.21,99.85,309,5,1,FALSE,4,832,FALSE,,,,,0
MC_207918,Heat_Exchanger,2023,67795,87.01,4.93,69.38,100,100,189.62,151,6,2,FALSE,2,178,FALSE,,,,524.5,0
MC_207945,Vacuum_Packer,2020,56000,50.43,23.72,87.23,71.63,100,114.09,164,1,2,FALSE,5,317,FALSE,,,,,0
MC_207996,Pick_and_Place,2018,50392,46.4,5.66,73.16,87.95,60.99,121.46,102,6,0,TRUE,1,455,FALSE,,,,,2
MC_208039,Palletizer,2020,87004,62.97,8.91,60.83,71.32,62.61,143.07,24,7,0,FALSE,2,114,FALSE,,,,,0
MC_208063,XRay_Inspector,2022,23314,57.4,11.28,73.14,60.83,58.01,62.91,308,8,4,FALSE,2,649,FALSE,,,,,0
MC_208104,Heat_Exchanger,2021,19955,89.54,1.76,65.03,56.9,74.87,264.13,120,5,3,FALSE,3,765,FALSE,,,,494.29,0
MC_208138,Compressor,2015,70615,44.71,5.42,79.39,57.67,47.52,84.52,360,2,3,FALSE,0,329,FALSE,,,,,0
MC_208153,Automated_Screwdriver,2018,30487,48.07,18.7,80.52,65.44,57.06,195.73,209,4,2,FALSE,3,651,FALSE,,,,,0
MC_208181,Carton_Former,2024,13915,59.26,-0.2,88.03,74.09,100,162.61,39,8,2,FALSE,5,876,FALSE,,,,,0
MC_208362,Shuttle_System,2015,12893,76.5,7.46,49.07,35.51,29.65,-44.89,91,10,1,TRUE,2,811,FALSE,,,,,4
MC_208363,Heat_Exchanger,2021,47286,39.79,2.13,83.36,95.52,20.93,182.14,358,4,1,TRUE,1,507,FALSE,,,,466.52,1
MC_208418,Mixer,2020,91616,45.13,2.58,61.31,94.22,75.28,116.68,253,6,1,TRUE,6,143,FALSE,,,,,5
MC_208428,Crane,2020,72704,58.49,17.3,73,62.57,73.98,88.09,185,5,0,FALSE,1,230,FALSE,,,,,0
MC_208468,Grinder,2015,23673,83.69,5.16,68.17,51.29,54.72,165.57,310,7,0,TRUE,2,659,FALSE,,,,,2
MC_208487,Forklift_Electric,2024,93034,57.43,9.99,93.79,63.24,60.39,60.5,265,5,4,FALSE,5,98,FALSE,,,,,0
MC_208544,Industrial_Chiller,2022,7979,72.88,12.44,89.61,69.5,44.9,125.44,4,5,0,FALSE,1,908,FALSE,,,42.81,,0
MC_208595,Boiler,2023,28769,55.79,10.84,68.2,95.67,80.55,153.18,35,7,2,FALSE,4,611,FALSE,,,,462.71,0
MC_208621,AGV,2024,33249,47.85,17.97,74.53,67.26,77.48,162.96,141,4,0,FALSE,2,658,FALSE,,,,,0
MC_208622,Forklift_Electric,2019,85575,54.45,17.41,55.59,56.39,48.33,46.94,212,9,1,FALSE,1,89,FALSE,,,,,0
MC_208701,Crane,2019,53713,37.16,13.43,92.46,69.5,36.24,126.08,303,4,2,TRUE,2,478,FALSE,,,,,2
MC_208777,Labeler,2016,90885,57.11,-2.83,77.28,89.03,100,76.2,115,4,1,FALSE,4,78,FALSE,,,,,0
MC_208823,Conveyor_Belt,2017,73392,52.12,5.11,65.93,34.72,48.04,145.4,33,8,3,FALSE,3,160,FALSE,,,,,0
MC_208845,Grinder,2023,77544,96.32,18.36,90.19,58.59,73.1,191.06,317,3,2,FALSE,4,160,FALSE,,,,,0
MC_208846,Valve_Controller,2023,80156,95.61,11.61,73.61,76.4,77.97,98.2,95,5,1,TRUE,1,157,FALSE,,,,,1
MC_208877,Boiler,2024,1210,55.26,11.45,82.8,90.92,71.7,194.65,284,6,2,FALSE,1,957,FALSE,,,,387.53,0
MC_208880,Carton_Former,2023,2291,60.52,12.09,81.08,63.04,77.3,125.36,296,4,0,FALSE,6,934,FALSE,,,,,0
MC_208892,Laser_Cutter,2025,53513,55.86,9.21,66.61,50.31,83.37,228.17,306,5,3,FALSE,0,515,FALSE,69.44,,,,0
MC_208939,Vacuum_Packer,2019,81902,40.49,8.68,79.29,48.62,56.91,178.45,64,2,3,FALSE,3,153,FALSE,,,,,0
MC_208978,Laser_Cutter,2018,462,73.71,4.73,95.59,58.16,50.86,114.12,0,3,2,TRUE,3,1033,FALSE,73.6,,,,1
MC_209068,Shuttle_System,2021,37486,63.62,11.04,62.69,66.33,52.68,211.14,239,6,0,TRUE,8,543,FALSE,,,,,3
MC_209070,Forklift_Electric,2024,84987,46.66,9.97,77.6,54.17,84.21,187.36,200,7,2,TRUE,0,61,FALSE,,,,,1
MC_209114,Injection_Molder,2025,64647,49.72,12.42,83.17,59.88,72.98,227.08,165,5,2,TRUE,2,297,FALSE,,118.61,,,4
MC_209115,Injection_Molder,2019,26647,61.57,19.98,79.52,46.94,56.64,64.5,119,5,2,FALSE,3,650,FALSE,,133.56,,,0
MC_209220,Pick_and_Place,2023,1052,59.48,3.11,52.67,83,61.12,64.83,159,4,3,TRUE,2,933,FALSE,,,,,1
MC_209329,Compressor,2019,38703,61.92,13.49,66.85,87.98,28.74,207.32,126,7,3,FALSE,4,647,FALSE,,,,,0
MC_209351,Vision_System,2016,68443,55.22,13.46,88.18,83.05,67.88,169.27,167,1,4,FALSE,5,235,FALSE,,,,,0
MC_209408,Valve_Controller,2022,1335,77.81,13.33,72.99,71.21,45.73,128.05,11,3,2,FALSE,2,878,FALSE,,,,,0
MC_209447,Furnace,2018,91332,57.64,11.84,98.19,68.19,70.82,132.59,99,2,2,FALSE,4,31,FALSE,,,,517.26,0
MC_209474,CNC_Mill,2017,32445,64.27,3.37,79.02,91.7,67.68,182.09,28,3,1,FALSE,3,645,FALSE,,,38.52,,0
MC_209503,XRay_Inspector,2021,1678,84.06,7.18,75.72,49.42,64.01,152.64,50,6,0,FALSE,3,912,FALSE,,,,,0
MC_209563,Palletizer,2025,25140,53.16,14.7,64.7,57.41,91.49,110.67,166,3,1,FALSE,4,749,FALSE,,,,,0
MC_209593,Shrink_Wrapper,2023,47748,78.36,2.48,74.27,96.8,97.98,278.55,168,3,2,FALSE,6,481,FALSE,,,,,0
MC_209669,Grinder,2023,74032,44.05,8.3,68.69,54.79,100,204.29,256,8,1,TRUE,4,231,FALSE,,,,,0
MC_209680,3D_Printer,2023,72756,65.75,16.14,79.71,100,73.66,107.72,33,5,7,FALSE,1,212,FALSE,,,,,0
